1531;Sula;57.50;1969;2050
1532;Giske;39.53;1969;2050
1534;Haram;260.13;1969;2050
1535;Vestnes;351.04;1969;2050
1539;Rauma;1501.15;1969;2050
1543;Nesset;1045.07;1969;2050
1545;Midsund;93.65;1969;2050
1546;Sandøy;20.43;1969;2050
1547;Aukra;58.08;1969;2050
1548;Fræna;368.74;1969;2050
1551;Eide;151.10;1969;2050
1554;Averøy;174.68;1969;2050
1556;Frei;x;1969;2007
1557;Gjemnes;380.63;1969;2050
1560;Tingvoll;335.76;1969;2050
1563;Sunndal;1712.44;1969;2050
1566;Surnadal;1365.05;1969;2050
1567;Rindal;630.84;1969;2018
1569;Aure;x;1969;2005
1571;Halsa;299.53;1969;2050
1572;Tustna;x;1969;2005
1573;Smøla;270.91;1969;2050
1576;Aure;640.38;2005;2050
1804;Bodø;1394.30;1969;2050
1805;Narvik;2022.05;1969;2050
1811;Bindal;1263.25;1969;2050
1812;Sømna;194.26;1969;2050
1813;Brønnøy;1045.45;1976;2050
1814;Brønnøy;x;1969;1976
1815;Vega;163.79;1969;2050
1816;Vevelstad;537.90;1969;2050
1818;Herøy;63.40;1969;2050
1820;Alstahaug;186.61;1969;2050
1822;Leirfjord;464.25;1969;2050
1824;Vefsn;1928.10;1969;2050
1825;Grane;2003.16;1969;2050
1826;Hattfjelldal;2683.31;1969;2050
1827;Dønna;190.94;1969;2050
1828;Nesna;182.18;1969;2050
1832;Hemnes;1588.50;1969;2050
1833;Rana;4458.73;1969;2050
1834;Lurøy;264.18;1969;2050
1835;Træna;15.51;1969;2050
1836;Rødøy;710.29;1969;2050
1837;Meløy;872.83;1969;2050
1838;Gildeskål;663.70;1969;2050
1839;Beiarn;1221.32;1969;2050
1840;Saltdal;2215.17;1969;2050
1841;Fauske;1203.76;1969;2050
1842; Skjerstad;x;1969;2004
1843; Bodin;x;1960;1967
1845;Sørfold;1636.38;1969;2050
1848;Steigen;1008.25;1969;2050
1849;Hamarøy;1032.60;1969;2050
1850;Tysfjord;1462.75;1969;2050
1851;Lødingen;526.43;1969;2050
1852;Tjeldsund;318.34;1969;2050
1853;Evenes;251.78;1969;2050
1854;Ballangen;931.22;1969;2050
1855;Ankenes;x;1969;1973
1856;Røst;9.13;1969;2050
1857;Værøy;17.64;1969;2050
1858;Moskenes;x;1969;1975
1859;Flakstad;177.39;1969;2050
1860;Vestvågøy;423.56;1969;2050
1865;Vågan;478.16;1969;2050
1866;Hadsel;565.56;1969;2050
1867;Bø;245.70;1969;2050
1868;Øksnes;318.51;1969;2050
1870;Sortland;720.92;1969;2050
1871;Andøy;655.13;1969;2050
1874;Moskenes;117.79;1975;2050
1901;Harstad;x;1969;2012
1902;Tromsø;2520.34;1969;2050
1903;Harstad;444.17;2012;2050
1911;Kvæfjord;511.58;1969;2050
1913;Skånland;494.00;1969;2050
1915;Bjarkøy;1969;2012
1917;Ibestad;240.06;1969;2050
1919;Gratangen;311.74;1969;2050
1920;Lavangen;300.63;1969;2050
1921;Salangen;x;1969;1976
1922;Bardu;2702.88;1969;2050
1923;Salangen;456.96;1976;2050
1924;Målselv;3325.22;1969;2050
1925;Sørreisa;360.17;1969;2050
1926;Dyrøy;287.54;1969;2050
1927;Tranøy;522.87;1969;2050
1928;Torsken;242.42;1969;2050
1929;Berg;292.89;1969;2050
1931;Lenvik;891.69;1969;2050
1933;Balsfjord;1495.92;1969;2050
1936;Karlsøy;1090.59;1969;2050
1938;Lyngen;811.56;1969;2050
1939;Storfjord;1541.83;1969;2050
1940;Gáivuotna;990.18;1969;2050
1941;Skjervøy;472.70;1969;2050
1942;Nordreisa;3436.45;1969;2050
1943;Kvænangen;2108.48;1969;2050
2001;Hammerfest;x;1969;2001
2002;Vardø;599.62;1969;2050
2003;Vadsø;1256.85;1969;2050
2004;Hammerfest;847.28;2001;2050
2011;Kautokeino;9706.33;1969;2050
2012;Alta;3848.47;1969;2050
2014;Loppa;687.88;1969;2050
2015;Hasvik;554.57;1969;2050
2016;Sørøysund;x;1969;1991
