region;vekst;1969;1979;1989;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
0420;Eidskog;33757;36408;38211;37801;36766;37193;37618;36595;37086;36642;36516;36779;36523;36928;36615;35553;35019;33760;32964;32237;32530;32790;33091
0423;Grue;55015;61820;65282;66279;66918;67726;67622;67087;66651;66420;66359;64655;65091;65780;65807;64782;65711;64988;65062;64587;65245;65191;65332
0425;�snes;81560;90885;98248;98996;98445;99761;97570;98014;98954;97970;98308;98515;98444;98903;98018;97765;96104;95294;95770;98578;98417;98804;98556
0426;V�ler;39029;42577;47814;48452;48654;48274;48796;48735;48610;48626;48605;49071;48389;46391;47013;47075;48440;48910;48984;46612;47290;47263;47540
0427;Elverum;43956;44434;48385;47014;46122;46530;45520;45082;45119;45169;44636;44064;43593;43569;43564;43627;43415;43239;42243;42268;42516;42776;42320
0428;Trysil;27035;24714;24631;22914;22074;21335;20302;20092;19948;19296;19154;18761;17605;16301;15578;15541;15803;15480;15368;15507;14890;14710;15650
0429;�mot;15858;16943;18016;17924;18988;18008;18124;18210;18028;17978;18484;18857;18734;19269;19497;17838;17897;18378;18629;18140;18145;17561;18617
0430;Stor-Elvdal;18382;18728;19976;20402;21063;20868;20352;20660;20639;20996;20349;20663;20839;20584;19912;19701;19422;19086;19742;19116;19732;19695;19636
0432;Rendalen;18579;17953;19697;20951;21113;21539;21449;21468;21172;21433;21417;21225;21197;20754;20019;20217;20587;20645;20922;20858;20829;20819;21413
0434;Engerdal;8771;10470;NULL;14030;13887;13863;13713;13632;14215;13224;12768;12997;12685;12170;11096;10823;9622;9304;9288;8735;8839;9136;9897
0435;Tolga-Os;39033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0436;Tolga;0;22559;26935;30738;31207;31478;31618;31636;31662;32245;33685;33760;33709;33606;33840;34261;33416;33471;34220;34320;34283;34038;34123
0437;Tynset;44550;46527;52449;55924;55841;55931;56834;55839;56111;57659;58734;59669;61328;61341;60270;60154;60263;60636;60822;61299;61272;61186;60741
0438;Alvdal;21976;23508;25505;28093;27759;28507;28380;28566;28786;29452;29833;29881;30212;30676;30192;30121;30293;30797;31145;31206;31347;31775;31289
0439;Folldal;17368;20730;24874;25686;25680;25316;25321;25031;25206;25355;25793;26084;26004;25931;26615;26068;26130;26105;26317;26614;26927;26942;27172
0441;Os Hedemark;0;21860;27720;30218;30694;30507;30762;31075;31812;32025;33358;33056;33469;33708;33347;32944;32549;32609;31998;32442;32195;32151;32240
0501;Lillehammer;35416;32028;32433;32178;32471;32122;32663;32118;32380;33091;33759;33428;33578;34522;33190;32889;32368;32203;31983;31818;31705;32056;32530
0502;Gj�vik;67516;66231;69120;70370;71009;70667;70322;70555;69548;70576;71095;71225;71192;67799;68439;69089;70391;71057;71312;70992;70546;69717;70707
0511;Dovre;19317;20111;24503;29486;30109;30160;30221;29994;30505;31313;31425;31646;31911;31929;31734;30680;27755;27154;27418;27308;26814;27761;27422
0512;Lesja;29479;32391;37084;40789;41012;40850;40973;41449;41817;42000;41281;41476;41584;41875;42214;42430;42489;42018;42340;42775;42679;43558;43241
0513;Skj�k;16960;18946;19809;24337;24496;25237;25428;25510;25496;25700;25995;25984;25666;22870;23095;23341;23425;23260;23317;23081;23269;23516;22922
0514;Lom;16228;17961;21023;22669;22832;23149;23252;23256;23230;22985;22997;22964;22893;22344;22596;22686;22632;22554;22713;22750;22819;23084;22949
0515;V�g�;25576;26161;28859;32364;34087;34789;34746;35303;35720;36262;37280;37343;37976;38535;38990;39286;38957;39340;39451;39734;39754;40224;40315
0516;Nord-Fron;0;34834;39379;45897;46001;46031;45720;45619;45685;45912;45972;46642;43234;43080;43047;43043;43009;42966;41233;41199;41372;42058;41388
0517;Sel;27851;30125;34781;35582;35453;35415;35330;35361;34991;35203;35145;35351;35074;34653;34614;34459;34515;34140;33959;33958;34063;33764;34321
0518;Fron;62522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0519;S�r-Fron;0;29233;33116;35450;36910;37216;37565;38591;38124;38866;39287;38832;38923;39141;39086;38928;36012;36266;36476;36723;36422;36226;36804
0520;Ringebu;36738;39241;45887;48048;48324;48042;47954;47905;48034;48734;49198;48747;48647;48958;45071;45813;46114;46350;46371;46262;46231;46198;46579
0521;�yer;27125;29470;29320;31211;31614;31957;31815;31821;31717;32273;32200;32997;33104;33052;32343;31884;31645;31747;31794;31461;31232;31548;31496
0522;Gausdal;56590;60674;62177;68969;70029;70457;70692;70955;72494;71720;72080;73012;72817;72633;68124;67793;66507;66267;66070;62942;63186;62904;64267
0528;�stre Toten;103301;107604;110230;112899;112650;112319;112895;117053;116878;115978;113806;114168;112960;108105;108068;108482;108959;108942;109207;111150;110254;111095;112001
0529;Vestre Toten;50062;54826;58107;59172;59391;60671;61001;55930;55924;56699;58965;58208;59525;57925;58654;58519;57669;57130;56844;56731;56303;55964;54517
0532;Jevnaker;14012;15189;15380;15359;15431;15171;14898;15288;14577;14727;14522;14547;14985;15213;15105;13772;14408;14244;14491;14106;14090;14047;14577
0533;Lunner;27294;29115;27930;27810;27935;28135;27644;27250;27634;28192;28041;27215;26362;25193;25647;26237;26776;27041;27307;27540;28037;27786;28597
0534;Gran;72440;74381;74894;76939;76688;76258;76149;74405;75743;73605;73044;72823;73190;73754;72997;72617;72020;71625;71574;70975;70983;70686;69511
0536;S�ndre Land;27292;26830;26491;25481;25609;25754;26497;26404;26004;25985;26306;26034;25415;24291;25043;23177;23001;22828;22916;23011;23434;22983;24064
0538;Nordre Land;43084;40140;37425;41437;43868;44354;44962;45209;45533;47035;46364;46600;46619;46249;45117;39349;40357;41241;41416;41102;41564;41002;41930
0540;S�r-Aurdal;18671;18807;19977;21340;21919;22174;21817;22509;22640;22885;23181;23041;23339;23216;23063;22030;21484;21585;21632;21370;20862;21599;22141
0541;Etnedal;14835;12568;13094;15039;15346;15281;14998;15089;15730;15758;15419;15462;15072;15287;15869;15888;15929;15927;15477;15884;15450;15585;15087
0542;Nord-Aurdal;29166;30251;33155;36001;36827;37160;36966;37608;37930;37775;37491;37495;37760;37412;37226;36927;36550;32979;33256;33696;33280;33059;33036
0543;Vestre Slidre;23633;25648;27811;30416;30962;30968;30672;30318;30609;30222;30394;30887;30483;30832;30313;27970;28602;26514;26153;26216;25950;26621;27161
0544;�ystre Slidre;23735;23384;24810;28282;28596;28347;28700;28487;28969;28696;28923;28779;29107;28519;26689;26108;26243;26460;26353;26707;26727;26902;27014
0545;Vang;14919;14861;17967;20501;21204;21418;21199;21201;21012;21124;21036;20781;20240;20588;18464;18451;18916;18329;18145;17414;17352;17916;17578
0601;Ringerike;84907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0602;Drammen;14960;15225;14956;12539;12995;12793;12761;11604;11136;11257;11126;10507;10392;9873;9691;9819;9477;9921;9999;9825;9999;9994;10084
0604;Kongsberg;37406;38801;39636;37480;37619;37782;38290;37343;36925;37131;36955;37352;37276;36731;36553;36758;36848;36567;35784;35797;35166;34933;34956
0605;Ringerike;0;73301;76655;75128;75756;76957;77395;77021;78233;77895;78410;78184;77333;76404;73050;73417;73532;73102;73476;73742;72695;72745;72592
0612;Hole;0;22118;23109;22234;22182;22346;22376;21896;21983;22173;21633;21532;21448;21577;21696;21588;21703;21827;21618;21463;20906;20932;20744
0615;Fl�;5974;6185;6377;6896;7079;6964;6972;7023;6825;6659;6506;6240;5567;5195;4958;4728;5243;5732;5705;5153;4922;4439;4287
0616;Nes;12720;12990;13226;14281;14486;14507;14542;14572;15327;15504;15568;15749;15723;15843;15558;15594;15423;15206;15499;15445;15546;16071;15971
0617;Gol;17960;17422;18254;20832;21124;21165;21420;21728;21893;22049;22296;22938;23160;23109;22942;22337;22242;22563;22261;22533;22448;22031;22262
0618;Hemsedal;14848;16010;17359;19641;19590;19784;20362;20034;20098;20568;20652;20866;21181;21415;21145;20311;20507;19976;19856;19735;19726;20485;20423
0619;�l;25066;26478;29203;31784;33505;32776;33777;34583;34284;35108;36496;38329;39000;39265;39131;39374;36178;35860;35987;36033;36146;36558;36727
0620;Hol;14315;15188;15754;16558;17305;17183;17249;17398;17875;18091;17487;18198;18118;18122;18302;18237;18174;17477;17107;16897;16799;17326;17273
0621;Sigdal;30325;31554;32597;32967;33036;33481;33366;32742;33352;33067;33328;33509;33003;33009;33007;32489;32652;31857;31976;32250;32321;31793;31530
0622;Kr�dsherad;9319;8871;9020;9271;9386;8871;9289;9593;9786;10076;10241;9997;10230;9806;9342;8930;9151;9144;9054;9281;9403;9498;8974
0623;Modum;45221;46370;48309;51645;52171;52404;52928;53339;53780;53479;52943;52440;52101;51888;52100;51871;50452;50497;50726;51024;51220;50850;51812
0624;�vre Eiker;48243;50649;51574;52508;51378;50814;50679;49928;50269;50922;49053;49543;50447;49996;48630;48716;48103;47222;48253;48116;47685;47313;47105
0625;Nedre Eiker;8788;8443;8348;8741;8633;9037;8905;8910;9028;9028;8794;8897;8389;8329;8002;8131;8156;8102;7936;8238;8016;7865;7824
0626;Lier;42628;42441;42117;40123;39291;39908;40412;40520;42498;39953;39907;38552;38211;38576;38140;38651;39791;38920;39763;39949;39601;40050;39156
0627;R�yken;16775;17262;16731;16606;16362;16431;15922;15245;15138;14948;14678;14697;15062;14789;14019;14276;14641;14371;14100;14012;14035;13635;14582
0628;Hurum;12769;12978;13328;13463;13607;13466;13517;13372;13770;13304;13306;13275;13326;13270;13147;13526;12891;12992;12649;12730;12671;12803;13100
0631;Flesberg;13181;13329;13638;11579;11484;11804;11811;11654;11110;11060;11312;11218;11122;10463;10492;10153;9962;10028;10189;10341;10237;10536;10743
0632;Rollag;9193;9347;9567;9780;9780;9547;9173;8721;8598;8637;8761;8600;8691;8888;8996;8994;9109;8827;8909;9033;8799;8745;8808
0633;Nore og Uvdal;16202;14740;16558;18179;18418;19021;19225;19316;19481;19597;19400;18743;18422;18182;17245;17442;17201;17225;17289;17577;17417;18588;19080
0701;Horten;0;0;21874;20928;20987;20427;20436;20621;20161;19534;19135;19583;18782;18493;17518;17003;16712;16198;16419;16582;16314;16212;16308
0702;Holmestrand;19916;20344;20805;19458;19463;19700;20437;18755;18854;18339;18260;18486;18241;17691;17655;17617;16420;17337;17398;17577;16804;16631;0
0703;Horten;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0704;T�nsberg;0;0;43602;42011;42058;42655;42669;41927;40874;39309;38960;37502;36808;36447;36929;37615;37231;36513;36477;36417;35304;37069;35704
0705;T�nsberg;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0706;Sandefjord;33387;36172;36361;37712;38788;38280;38231;36524;36251;36044;34981;34994;34860;33956;34132;33128;32997;32794;33084;32347;31769;0;0
0707;Larvik;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0708;Stavern;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0709;Larvik;0;0;79123;77239;76328;77046;76340;77604;77429;76231;75911;75531;73621;74010;73516;74028;73749;72631;72811;73119;73098;72142;0
0710;Sandefjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93818;93810
0711;Svelvik;4987;5005;4591;3635;3671;3848;3091;2897;2668;2755;2579;2526;2277;2435;2506;2545;2583;2356;2700;2697;2803;2756;2910
0712;Larvik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91861
0713;Sande;31192;31617;32600;33373;33301;32806;34384;35346;34996;34740;35833;36385;35684;36150;35667;35700;35570;34895;34718;34872;34122;34097;34577
0714;Hof;13890;15051;15583;14336;14352;14726;14458;14061;13569;12964;12972;12574;12714;12558;12055;12031;12455;11954;11959;12093;11968;11752;0
0715;Holmestrand;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28116
0716;Re;38103;39233;40275;40475;39681;40956;81809;81364;80083;80908;80871;79815;80649;79971;82236;81184;83009;83156;83206;82769;83391;81162;80985
0717;Borre;20906;21339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0718;Ramnes;36122;36519;37281;40465;40494;39672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0719;Andebu;27311;27410;27108;25342;25023;25131;24776;23838;23727;22873;23155;22918;23366;23043;22541;22362;21988;22309;23338;23509;23785;0;0
0720;Stokke;38713;40971;42919;43273;42937;43132;42714;42828;42268;42744;41442;42117;41488;41326;41021;41085;41186;40301;39675;39171;39158;0;0
0721;Sem;41268;43044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0722;N�tter�y;10775;11442;11345;12338;12396;11994;12308;13412;13943;14691;15346;14407;14724;15719;16419;16274;15881;16885;16784;17078;17212;16695;0
0723;Tj�me;1747;NULL;2429;2666;2558;2195;2094;2185;2207;2207;1921;2145;2143;2303;2175;1938;1787;1782;1620;1538;1577;1582;0
0724;Sandar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0725;Tj�lling;22128;23088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0726;Brunlanes;24627;25373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0727;Hedrum;29651;30615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0728;Lardal;21016;21379;22730;22426;22591;22192;21768;21129;21123;20103;20865;20425;20240;20099;19883;20202;20251;19752;19288;19170;19030;19008;0
0729;F�rder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18477
0805;Porsgrunn;8993;8959;7900;6539;6261;5938;5552;5638;5322;5677;5383;5505;5556;5548;5790;5604;5066;5493;5556;5541;5279;5421;5381
0806;Skien;45528;44043;43873;42438;42626;43089;43027;40874;40962;40235;39856;39326;38752;39458;40036;39921;39974;39076;38391;38630;37857;38025;38977
0807;Notodden;17512;18528;19464;18754;18648;18540;19372;18830;19380;19381;19531;19698;19732;19196;19233;19242;19130;19160;19048;19162;18781;18531;18571
0811;Siljan;6188;6133;6937;6867;6875;6830;6987;6884;6682;6590;6662;6525;6465;6546;6324;6442;6361;6231;6483;6531;6265;6270;6049
0814;Bamble;10064;9162;9165;9054;9133;9086;8811;8604;8769;8403;7914;7983;7738;7710;7623;7697;7672;7754;7836;7943;7890;7933;8317
0815;Krager�;5879;6073;5283;3747;3585;3320;3116;3096;3143;3053;2996;3126;3139;3108;3107;2999;3292;3423;3701;3786;3848;3986;3868
0817;Drangedal;13623;12187;10827;11574;11281;11192;11272;10983;11134;10711;10175;10463;10563;10354;10534;10600;10287;10246;10225;10215;10387;10421;10436
0819;Nome;26932;28275;28104;28452;28542;27866;28154;28194;28771;28291;28450;28728;28944;28584;28796;27190;27146;26824;27315;26965;26495;26750;27254
0821;B�;23278;23257;22920;23529;23600;23542;23619;23095;23337;23278;23000;23224;23730;23343;23358;23164;23250;23432;23413;23058;22534;22868;22944
0822;Sauherad;23537;24598;25354;25013;25270;24953;24578;23819;23504;23688;23582;23097;23165;22782;22475;22029;22160;21646;22089;21775;21416;21099;21428
0826;Tinn;10770;10631;11814;13395;12736;12514;12182;11998;12042;12095;12150;11817;11645;11830;11657;11462;11060;10971;10911;10957;11065;11290;11538
0827;Hjartdal;12302;12954;11157;12082;12222;12262;12161;12047;11989;11552;11605;10796;10919;10917;10844;10977;10908;11191;11178;11166;11007;10492;10952
0828;Seljord;14315;12769;12027;12768;12709;13036;13355;12757;12594;12409;12540;12833;12309;12311;11897;11803;11716;12287;12093;12348;12682;12566;12595
0829;Kviteseid;12041;10942;9124;9432;10133;10196;10608;10641;10790;11298;11526;11611;11900;11833;11709;11282;11318;10890;11087;10571;10531;10686;10600
0830;Nissedal;3904;3369;3952;4258;4198;3855;3775;4164;4127;3953;3855;3788;3693;3827;3591;3556;3484;3570;3643;3607;3468;3292;3258
0831;Fyresdal;5696;5138;5385;6621;6952;7035;7110;6955;6902;6896;7030;7099;7069;6959;6753;6427;6247;6561;6704;6894;6747;7096;7330
0833;Tokke;10355;9737;8451;10781;11816;11861;11753;11705;11833;12183;12298;12231;12623;12196;11269;10984;10676;10949;10991;11089;11012;11195;11438
0834;Vinje;17265;14468;15740;16586;17595;18193;18889;18532;19102;19374;18990;18764;18352;18036;17152;14668;14415;13930;13867;13931;13942;13935;14583
0901;Ris�r;5197;5407;4140;3477;3252;3266;3129;3090;2929;2681;2585;2643;2614;2665;2504;2508;2582;2605;2520;2530;2392;2360;2481
0903;Arendal;468;307;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0904;Grimstad;89;17769;18688;19061;19101;19029;19205;18992;18989;18873;18472;18392;18199;18158;18105;17571;16921;16702;16770;16975;16901;17041;16788
0906;Arendal;0;0;0;17893;17520;17564;17690;16798;16667;16854;16568;16681;16628;16986;16639;16419;16441;16156;15783;15905;15854;16323;16178
0911;Gjerstad;6345;5726;5565;5797;5653;5518;5304;4903;4662;4705;4556;4179;4150;4262;4313;4306;4212;4175;4564;4751;4867;5283;5547
0912;Veg�rshei;3773;2813;2869;3138;3123;2955;3020;3092;3020;2907;2856;2677;2461;2182;1862;1862;1786;1715;1657;1664;1700;1788;1845
0914;Tvedestrand;6732;6839;6173;5689;5495;5659;5540;5309;5244;5190;5327;5473;5596;5435;5507;5675;5700;5633;5770;5661;5674;5735;5836
0918;Moland;5844;6169;5754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0919;Froland;6736;7387;7052;6877;6826;6904;6786;6776;6807;6310;6243;6199;5860;5858;6059;5904;5785;6075;6182;6117;6098;6182;6176
0920;�yestad;9704;9486;9198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0921;Trom�y;1520;1486;1327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0922;His�y;605;475;463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0923;Fj�re;8110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0924;Landvik;8503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0926;Lillesand;6375;6828;6144;6598;6428;6419;6339;6450;6380;6362;6577;6185;5875;5816;5818;6017;5770;5427;5557;5570;5550;5594;5481
